City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Paoua,CF,7.2427,16.4406,73.85,72,100,2.86,overcast clouds
699,Sinnamary,GF,5.3833,-52.95,80.73,78,20,6.31,few clouds
700,Macaubas,BR,-13.0194,-42.6986,81.39,37,24,5.41,few clouds
701,Kokopo,PG,-4.352,152.2633,79.93,79,29,7.0,scattered clouds
702,Gazojak,TM,41.1875,61.4036,47.98,39,94,8.93,overcast clouds
703,Koumac,NC,-20.5667,164.2833,75.54,71,23,1.81,few clouds
704,Isangel,VU,-19.55,169.2667,79.07,70,0,4.54,clear sky
705,Vermilion,US,40.1667,-87.7506,56.39,84,90,3.0,overcast clouds
706,Divnomorskoye,RU,44.5011,38.1353,49.84,75,0,9.06,clear sky
707,San Fernando,PH,15.0286,120.6898,78.96,85,21,6.04,few clouds
708,Gayeri,BF,12.6497,0.4931,85.96,16,5,7.87,clear sky
709,Hovd,MN,48.0056,91.6419,34.48,50,98,5.55,overcast clouds
710,Ouadda,CF,8.0777,22.4007,70.16,66,80,0.6,broken clouds
711,Toora-Khem,RU,52.4675,96.11,28.9,81,100,2.53,overcast clouds
712,Peyima,SL,8.7,-11.0333,70.45,98,93,1.68,light rain
713,Koshurnikovo,RU,54.1667,93.3,31.33,98,100,6.06,light snow
714,Ipixuna,BR,-1.7625,-48.8043,85.95,76,90,5.97,overcast clouds
715,Turbat,PK,26.0023,63.044,80.65,19,4,12.08,clear sky
